"id","name","pol","n","m","directed"
214,"214","left",867,18280,TRUE
215,"215","left",867,18280,TRUE
216,"216","left",867,18280,TRUE
217,"217","left",867,18280,TRUE
218,"218","left",867,18280,TRUE
219,"219","left",867,18280,TRUE
220,"220","left",867,18280,TRUE
221,"221","left",867,18280,TRUE
222,"222","left",867,18280,TRUE
223,"223","left",867,18280,TRUE
224,"224","left",867,18280,TRUE
225,"225","left",867,18280,TRUE
226,"226","left",867,18280,TRUE
227,"227","left",867,18280,TRUE
228,"228","left",867,18280,TRUE
229,"229","left",867,18280,TRUE
230,"230","left",867,18280,TRUE
231,"231","left",867,18280,TRUE
232,"232","left",867,18280,TRUE
233,"233","left",867,18280,TRUE
234,"234","left",867,18280,TRUE
235,"235","left",867,18280,TRUE
236,"236","left",867,18280,TRUE
237,"237","left",867,18280,TRUE
238,"238","left",867,18280,TRUE
239,"239","left",867,18280,TRUE
240,"240","left",867,18280,TRUE
241,"241","left",867,18280,TRUE
242,"242","left",867,18280,TRUE
243,"243","left",867,18280,TRUE
244,"244","left",867,18280,TRUE
245,"245","left",867,18280,TRUE
246,"246","left",867,18280,TRUE
247,"247","left",867,18280,TRUE
248,"248","left",867,18280,TRUE
249,"249","left",867,18280,TRUE
250,"250","left",867,18280,TRUE
251,"251","left",867,18280,TRUE
252,"252","left",867,18280,TRUE
253,"253","left",867,18280,TRUE
254,"254","left",867,18280,TRUE
255,"255","left",867,18280,TRUE
256,"256","left",867,18280,TRUE
257,"257","left",867,18280,TRUE
258,"258","left",867,18280,TRUE
259,"259","left",867,18280,TRUE
260,"260","left",867,18280,TRUE
261,"261","left",867,18280,TRUE
262,"262","left",867,18280,TRUE
263,"263","left",867,18280,TRUE
264,"264","left",867,18280,TRUE
265,"265","left",867,18280,TRUE
266,"266","left",867,18280,TRUE
267,"267","left",867,18280,TRUE
268,"268","left",867,18280,TRUE
269,"269","left",867,18280,TRUE
270,"270","left",867,18280,TRUE
271,"271","left",867,18280,TRUE
272,"272","left",867,18280,TRUE
273,"273","left",867,18280,TRUE
274,"274","left",867,18280,TRUE
275,"275","left",867,18280,TRUE
276,"276","left",867,18280,TRUE
277,"277","left",867,18280,TRUE
278,"278","left",867,18280,TRUE
279,"279","left",867,18280,TRUE
280,"280","left",867,18280,TRUE
281,"281","left",867,18280,TRUE
282,"282","left",867,18280,TRUE
283,"283","left",867,18280,TRUE
284,"284","left",867,18280,TRUE
285,"285","left",867,18280,TRUE
286,"286","left",867,18280,TRUE
287,"287","left",867,18280,TRUE
288,"288","left",867,18280,TRUE
289,"289","left",867,18280,TRUE
290,"290","left",867,18280,TRUE
291,"291","left",867,18280,TRUE
292,"292","left",867,18280,TRUE
293,"293","left",867,18280,TRUE
294,"294","left",867,18280,TRUE
295,"295","left",867,18280,TRUE
296,"296","left",867,18280,TRUE
297,"297","left",867,18280,TRUE
298,"298","left",867,18280,TRUE
299,"299","left",867,18280,TRUE
300,"300","left",867,18280,TRUE
301,"301","left",867,18280,TRUE
302,"302","left",867,18280,TRUE
303,"303","left",867,18280,TRUE
304,"304","left",867,18280,TRUE
305,"305","left",867,18280,TRUE
306,"306","left",867,18280,TRUE
307,"307","left",867,18280,TRUE
308,"308","left",867,18280,TRUE
309,"309","left",867,18280,TRUE
310,"310","left",867,18280,TRUE
311,"311","left",867,18280,TRUE
312,"312","left",867,18280,TRUE
313,"313","left",867,18280,TRUE
314,"314","left",867,18280,TRUE
315,"315","left",867,18280,TRUE
316,"316","left",867,18280,TRUE
317,"317","left",867,18280,TRUE
318,"318","left",867,18280,TRUE
319,"319","left",867,18280,TRUE
320,"320","left",867,18280,TRUE
321,"321","left",867,18280,TRUE
322,"322","left",867,18280,TRUE
323,"323","left",867,18280,TRUE
324,"324","left",867,18280,TRUE
325,"325","left",867,18280,TRUE
326,"326","left",867,18280,TRUE
327,"327","left",867,18280,TRUE
328,"328","left",867,18280,TRUE
329,"329","left",867,18280,TRUE
330,"330","left",867,18280,TRUE
331,"331","left",867,18280,TRUE
332,"332","left",867,18280,TRUE
333,"333","left",867,18280,TRUE
334,"334","left",867,18280,TRUE
335,"335","left",867,18280,TRUE
336,"336","left",867,18280,TRUE
337,"337","left",867,18280,TRUE
338,"338","left",867,18280,TRUE
339,"339","left",867,18280,TRUE
340,"340","left",867,18280,TRUE
341,"341","left",867,18280,TRUE
342,"342","left",867,18280,TRUE
343,"343","left",867,18280,TRUE
344,"344","left",867,18280,TRUE
345,"345","left",867,18280,TRUE
346,"346","left",867,18280,TRUE
347,"347","left",867,18280,TRUE
348,"348","left",867,18280,TRUE
349,"349","left",867,18280,TRUE
350,"350","left",867,18280,TRUE
351,"351","left",867,18280,TRUE
352,"352","left",867,18280,TRUE
353,"353","left",867,18280,TRUE
354,"354","left",867,18280,TRUE
355,"355","left",867,18280,TRUE
356,"356","left",867,18280,TRUE
357,"357","left",867,18280,TRUE
358,"358","left",867,18280,TRUE
359,"359","left",867,18280,TRUE
360,"360","left",867,18280,TRUE
361,"361","left",867,18280,TRUE
362,"362","left",867,18280,TRUE
363,"363","left",867,18280,TRUE
364,"364","left",867,18280,TRUE
365,"365","left",867,18280,TRUE
366,"366","left",867,18280,TRUE
367,"367","left",867,18280,TRUE
368,"368","left",867,18280,TRUE
369,"369","left",867,18280,TRUE
370,"370","left",867,18280,TRUE
371,"371","left",867,18280,TRUE
372,"372","left",867,18280,TRUE
373,"373","left",867,18280,TRUE
374,"374","left",867,18280,TRUE
375,"375","left",867,18280,TRUE
376,"376","left",867,18280,TRUE
377,"377","left",867,18280,TRUE
378,"378","left",867,18280,TRUE
379,"379","left",867,18280,TRUE
380,"380","left",867,18280,TRUE
381,"381","left",867,18280,TRUE
382,"382","left",867,18280,TRUE
383,"383","left",867,18280,TRUE
384,"384","left",867,18280,TRUE
385,"385","left",867,18280,TRUE
386,"386","left",867,18280,TRUE
387,"387","left",867,18280,TRUE
388,"388","left",867,18280,TRUE
389,"389","left",867,18280,TRUE
390,"390","left",867,18280,TRUE
391,"391","left",867,18280,TRUE
392,"392","left",867,18280,TRUE
393,"393","left",867,18280,TRUE
394,"394","left",867,18280,TRUE
395,"395","left",867,18280,TRUE
396,"396","left",867,18280,TRUE
397,"397","left",867,18280,TRUE
398,"398","left",867,18280,TRUE
399,"399","left",867,18280,TRUE
400,"400","left",867,18280,TRUE
401,"401","left",867,18280,TRUE
402,"402","left",867,18280,TRUE
403,"403","right",867,18280,TRUE
404,"404","right",867,18280,TRUE
405,"405","right",867,18280,TRUE
406,"406","right",867,18280,TRUE
407,"407","right",867,18280,TRUE
408,"408","right",867,18280,TRUE
409,"409","right",867,18280,TRUE
410,"410","right",867,18280,TRUE
411,"411","right",867,18280,TRUE
412,"412","right",867,18280,TRUE
413,"413","right",867,18280,TRUE
414,"414","right",867,18280,TRUE
415,"415","right",867,18280,TRUE
416,"416","right",867,18280,TRUE
417,"417","right",867,18280,TRUE
418,"418","right",867,18280,TRUE
419,"419","right",867,18280,TRUE
420,"420","right",867,18280,TRUE
421,"421","right",867,18280,TRUE
422,"422","right",867,18280,TRUE
423,"423","right",867,18280,TRUE
424,"424","right",867,18280,TRUE
425,"425","right",867,18280,TRUE
426,"426","right",867,18280,TRUE
427,"427","right",867,18280,TRUE
428,"428","right",867,18280,TRUE
429,"429","right",867,18280,TRUE
430,"430","right",867,18280,TRUE
431,"431","right",867,18280,TRUE
432,"432","right",867,18280,TRUE
433,"433","right",867,18280,TRUE
434,"434","right",867,18280,TRUE
435,"435","right",867,18280,TRUE
436,"436","right",867,18280,TRUE
437,"437","right",867,18280,TRUE
438,"438","right",867,18280,TRUE
439,"439","right",867,18280,TRUE
440,"440","right",867,18280,TRUE
441,"441","right",867,18280,TRUE
442,"442","right",867,18280,TRUE
443,"443","right",867,18280,TRUE
444,"444","right",867,18280,TRUE
445,"445","right",867,18280,TRUE
446,"446","right",867,18280,TRUE
447,"447","right",867,18280,TRUE
448,"448","right",867,18280,TRUE
449,"449","right",867,18280,TRUE
450,"450","right",867,18280,TRUE
451,"451","right",867,18280,TRUE
452,"452","right",867,18280,TRUE
453,"453","right",867,18280,TRUE
454,"454","right",867,18280,TRUE
455,"455","right",867,18280,TRUE
456,"456","right",867,18280,TRUE
457,"457","right",867,18280,TRUE
458,"458","right",867,18280,TRUE
459,"459","right",867,18280,TRUE
460,"460","right",867,18280,TRUE
461,"461","right",867,18280,TRUE
462,"462","right",867,18280,TRUE
463,"463","right",867,18280,TRUE
464,"464","right",867,18280,TRUE
465,"465","right",867,18280,TRUE
466,"466","right",867,18280,TRUE
467,"467","right",867,18280,TRUE
468,"468","right",867,18280,TRUE
469,"469","right",867,18280,TRUE
470,"470","right",867,18280,TRUE
471,"471","right",867,18280,TRUE
472,"472","right",867,18280,TRUE
473,"473","right",867,18280,TRUE
474,"474","right",867,18280,TRUE
475,"475","right",867,18280,TRUE
476,"476","right",867,18280,TRUE
477,"477","right",867,18280,TRUE
478,"478","right",867,18280,TRUE
479,"479","right",867,18280,TRUE
480,"480","right",867,18280,TRUE
481,"481","right",867,18280,TRUE
482,"482","right",867,18280,TRUE
483,"483","right",867,18280,TRUE
484,"484","right",867,18280,TRUE
485,"485","right",867,18280,TRUE
486,"486","right",867,18280,TRUE
487,"487","right",867,18280,TRUE
488,"488","right",867,18280,TRUE
489,"489","right",867,18280,TRUE
490,"490","right",867,18280,TRUE
491,"491","right",867,18280,TRUE
492,"492","right",867,18280,TRUE
493,"493","right",867,18280,TRUE
494,"494","right",867,18280,TRUE
495,"495","right",867,18280,TRUE
496,"496","right",867,18280,TRUE
497,"497","right",867,18280,TRUE
498,"498","right",867,18280,TRUE
499,"499","right",867,18280,TRUE
500,"500","right",867,18280,TRUE
501,"501","right",867,18280,TRUE
502,"502","right",867,18280,TRUE
503,"503","right",867,18280,TRUE
504,"504","right",867,18280,TRUE
505,"505","right",867,18280,TRUE
506,"506","right",867,18280,TRUE
507,"507","right",867,18280,TRUE
508,"508","right",867,18280,TRUE
509,"509","right",867,18280,TRUE
510,"510","right",867,18280,TRUE
511,"511","right",867,18280,TRUE
512,"512","right",867,18280,TRUE
513,"513","right",867,18280,TRUE
514,"514","right",867,18280,TRUE
515,"515","right",867,18280,TRUE
516,"516","right",867,18280,TRUE
517,"517","right",867,18280,TRUE
518,"518","right",867,18280,TRUE
519,"519","right",867,18280,TRUE
520,"520","right",867,18280,TRUE
521,"521","right",867,18280,TRUE
522,"522","right",867,18280,TRUE
523,"523","right",867,18280,TRUE
524,"524","right",867,18280,TRUE
525,"525","right",867,18280,TRUE
526,"526","right",867,18280,TRUE
527,"527","right",867,18280,TRUE
528,"528","right",867,18280,TRUE
529,"529","right",867,18280,TRUE
530,"530","right",867,18280,TRUE
531,"531","right",867,18280,TRUE
532,"532","right",867,18280,TRUE
533,"533","right",867,18280,TRUE
534,"534","right",867,18280,TRUE
535,"535","right",867,18280,TRUE
536,"536","right",867,18280,TRUE
537,"537","right",867,18280,TRUE
538,"538","right",867,18280,TRUE
539,"539","right",867,18280,TRUE
540,"540","right",867,18280,TRUE
541,"541","right",867,18280,TRUE
542,"542","right",867,18280,TRUE
543,"543","right",867,18280,TRUE
544,"544","right",867,18280,TRUE
545,"545","right",867,18280,TRUE
546,"546","right",867,18280,TRUE
547,"547","right",867,18280,TRUE
548,"548","right",867,18280,TRUE
549,"549","right",867,18280,TRUE
550,"550","right",867,18280,TRUE
551,"551","right",867,18280,TRUE
552,"552","right",867,18280,TRUE
553,"553","right",867,18280,TRUE
554,"554","right",867,18280,TRUE
555,"555","right",867,18280,TRUE
556,"556","right",867,18280,TRUE
557,"557","right",867,18280,TRUE
558,"558","right",867,18280,TRUE
559,"559","right",867,18280,TRUE
560,"560","right",867,18280,TRUE
561,"561","right",867,18280,TRUE
562,"562","right",867,18280,TRUE
563,"563","right",867,18280,TRUE
564,"564","right",867,18280,TRUE
565,"565","right",867,18280,TRUE
566,"566","right",867,18280,TRUE
567,"567","right",867,18280,TRUE
568,"568","right",867,18280,TRUE
569,"569","right",867,18280,TRUE
570,"570","right",867,18280,TRUE
571,"571","right",867,18280,TRUE
572,"572","right",867,18280,TRUE
573,"573","right",867,18280,TRUE
574,"574","right",867,18280,TRUE
575,"575","right",867,18280,TRUE
576,"576","right",867,18280,TRUE
577,"577","right",867,18280,TRUE
578,"578","right",867,18280,TRUE
579,"579","right",867,18280,TRUE
580,"580","right",867,18280,TRUE
581,"581","right",867,18280,TRUE
582,"582","right",867,18280,TRUE
583,"583","right",867,18280,TRUE
584,"584","right",867,18280,TRUE
585,"585","right",867,18280,TRUE
586,"586","right",867,18280,TRUE
587,"587","right",867,18280,TRUE
588,"588","right",867,18280,TRUE
589,"589","right",867,18280,TRUE
590,"590","right",867,18280,TRUE
591,"591","right",867,18280,TRUE
592,"592","right",867,18280,TRUE
593,"593","right",867,18280,TRUE
594,"594","right",867,18280,TRUE
595,"595","right",867,18280,TRUE
596,"596","right",867,18280,TRUE
597,"597","right",867,18280,TRUE
598,"598","right",867,18280,TRUE
599,"599","right",867,18280,TRUE
600,"600","right",867,18280,TRUE
601,"601","right",867,18280,TRUE
602,"602","right",867,18280,TRUE
603,"603","right",867,18280,TRUE
604,"604","right",867,18280,TRUE
605,"605","right",867,18280,TRUE
606,"606","right",867,18280,TRUE
607,"607","right",867,18280,TRUE
608,"608","right",867,18280,TRUE
609,"609","right",867,18280,TRUE
610,"610","right",867,18280,TRUE
611,"611","right",867,18280,TRUE
612,"612","right",867,18280,TRUE
613,"613","right",867,18280,TRUE
614,"614","right",867,18280,TRUE
615,"615","right",867,18280,TRUE
616,"616","right",867,18280,TRUE
617,"617","right",867,18280,TRUE
618,"618","right",867,18280,TRUE
619,"619","right",867,18280,TRUE
620,"620","right",867,18280,TRUE
621,"621","right",867,18280,TRUE
622,"622","right",867,18280,TRUE
623,"623","right",867,18280,TRUE
624,"624","right",867,18280,TRUE
625,"625","right",867,18280,TRUE
626,"626","right",867,18280,TRUE
627,"627","right",867,18280,TRUE
628,"628","right",867,18280,TRUE
629,"629","right",867,18280,TRUE
630,"630","right",867,18280,TRUE
631,"631","right",867,18280,TRUE
632,"632","right",867,18280,TRUE
633,"633","right",867,18280,TRUE
634,"634","right",867,18280,TRUE
635,"635","right",867,18280,TRUE
636,"636","right",867,18280,TRUE
637,"637","right",867,18280,TRUE
638,"638","right",867,18280,TRUE
639,"639","right",867,18280,TRUE
640,"640","right",867,18280,TRUE
641,"641","right",867,18280,TRUE
642,"642","right",867,18280,TRUE
643,"643","right",867,18280,TRUE
644,"644","right",867,18280,TRUE
645,"645","right",867,18280,TRUE
646,"646","right",867,18280,TRUE
647,"647","right",867,18280,TRUE
648,"648","right",867,18280,TRUE
649,"649","right",867,18280,TRUE
650,"650","right",867,18280,TRUE
651,"651","right",867,18280,TRUE
652,"652","right",867,18280,TRUE
653,"653","right",867,18280,TRUE
654,"654","right",867,18280,TRUE
655,"655","right",867,18280,TRUE
656,"656","right",867,18280,TRUE
657,"657","right",867,18280,TRUE
658,"658","right",867,18280,TRUE
659,"659","right",867,18280,TRUE
660,"660","right",867,18280,TRUE
661,"661","right",867,18280,TRUE
662,"662","right",867,18280,TRUE
663,"663","right",867,18280,TRUE
664,"664","right",867,18280,TRUE
665,"665","right",867,18280,TRUE
666,"666","right",867,18280,TRUE
667,"667","right",867,18280,TRUE
668,"668","right",867,18280,TRUE
669,"669","right",867,18280,TRUE
670,"670","right",867,18280,TRUE
671,"671","right",867,18280,TRUE
672,"672","right",867,18280,TRUE
673,"673","right",867,18280,TRUE
674,"674","right",867,18280,TRUE
675,"675","right",867,18280,TRUE
676,"676","right",867,18280,TRUE
677,"677","right",867,18280,TRUE
678,"678","right",867,18280,TRUE
679,"679","right",867,18280,TRUE
680,"680","right",867,18280,TRUE
681,"681","right",867,18280,TRUE
682,"682","right",867,18280,TRUE
683,"683","right",867,18280,TRUE
684,"684","right",867,18280,TRUE
685,"685","right",867,18280,TRUE
686,"686","right",867,18280,TRUE
687,"687","right",867,18280,TRUE
688,"688","right",867,18280,TRUE
689,"689","right",867,18280,TRUE
690,"690","right",867,18280,TRUE
691,"691","right",867,18280,TRUE
692,"692","right",867,18280,TRUE
693,"693","right",867,18280,TRUE
694,"694","right",867,18280,TRUE
695,"695","right",867,18280,TRUE
696,"696","right",867,18280,TRUE
697,"697","right",867,18280,TRUE
698,"698","right",867,18280,TRUE
699,"699","right",867,18280,TRUE
700,"700","right",867,18280,TRUE
701,"701","right",867,18280,TRUE
702,"702","right",867,18280,TRUE
703,"703","right",867,18280,TRUE
704,"704","right",867,18280,TRUE
705,"705","right",867,18280,TRUE
706,"706","right",867,18280,TRUE
707,"707","right",867,18280,TRUE
708,"708","right",867,18280,TRUE
709,"709","right",867,18280,TRUE
710,"710","right",867,18280,TRUE
711,"711","right",867,18280,TRUE
712,"712","right",867,18280,TRUE
713,"713","right",867,18280,TRUE
714,"714","right",867,18280,TRUE
715,"715","right",867,18280,TRUE
716,"716","right",867,18280,TRUE
717,"717","right",867,18280,TRUE
718,"718","right",867,18280,TRUE
719,"719","right",867,18280,TRUE
720,"720","right",867,18280,TRUE
721,"721","right",867,18280,TRUE
722,"722","right",867,18280,TRUE
723,"723","right",867,18280,TRUE
724,"724","right",867,18280,TRUE
725,"725","right",867,18280,TRUE
726,"726","right",867,18280,TRUE
727,"727","right",867,18280,TRUE
728,"728","right",867,18280,TRUE
729,"729","right",867,18280,TRUE
730,"730","right",867,18280,TRUE
731,"731","right",867,18280,TRUE
732,"732","right",867,18280,TRUE
733,"733","right",867,18280,TRUE
734,"734","right",867,18280,TRUE
735,"735","right",867,18280,TRUE
736,"736","right",867,18280,TRUE
737,"737","right",867,18280,TRUE
738,"738","right",867,18280,TRUE
739,"739","right",867,18280,TRUE
740,"740","right",867,18280,TRUE
741,"741","right",867,18280,TRUE
742,"742","right",867,18280,TRUE
743,"743","right",867,18280,TRUE
744,"744","right",867,18280,TRUE
745,"745","right",867,18280,TRUE
746,"746","right",867,18280,TRUE
747,"747","right",867,18280,TRUE
748,"748","right",867,18280,TRUE
749,"749","right",867,18280,TRUE
750,"750","right",867,18280,TRUE
751,"751","right",867,18280,TRUE
752,"752","right",867,18280,TRUE
753,"753","right",867,18280,TRUE
754,"754","right",867,18280,TRUE
755,"755","right",867,18280,TRUE
756,"756","right",867,18280,TRUE
757,"757","right",867,18280,TRUE
758,"758","right",867,18280,TRUE
759,"759","right",867,18280,TRUE
760,"760","right",867,18280,TRUE
761,"761","right",867,18280,TRUE
762,"762","right",867,18280,TRUE
763,"763","right",867,18280,TRUE
764,"764","right",867,18280,TRUE
765,"765","right",867,18280,TRUE
766,"766","right",867,18280,TRUE
767,"767","right",867,18280,TRUE
768,"768","right",867,18280,TRUE
769,"769","right",867,18280,TRUE
770,"770","right",867,18280,TRUE
771,"771","right",867,18280,TRUE
772,"772","right",867,18280,TRUE
773,"773","right",867,18280,TRUE
774,"774","right",867,18280,TRUE
775,"775","right",867,18280,TRUE
776,"776","right",867,18280,TRUE
777,"777","right",867,18280,TRUE
778,"778","right",867,18280,TRUE
779,"779","right",867,18280,TRUE
780,"780","right",867,18280,TRUE
781,"781","right",867,18280,TRUE
782,"782","right",867,18280,TRUE
783,"783","right",867,18280,TRUE
784,"784","right",867,18280,TRUE
785,"785","right",867,18280,TRUE
786,"786","right",867,18280,TRUE
787,"787","right",867,18280,TRUE
788,"788","right",867,18280,TRUE
789,"789","right",867,18280,TRUE
790,"790","right",867,18280,TRUE
791,"791","right",867,18280,TRUE
792,"792","right",867,18280,TRUE
793,"793","right",867,18280,TRUE
794,"794","right",867,18280,TRUE
795,"795","right",867,18280,TRUE
796,"796","right",867,18280,TRUE
797,"797","right",867,18280,TRUE
798,"798","right",867,18280,TRUE
799,"799","right",867,18280,TRUE
800,"800","right",867,18280,TRUE
801,"801","right",867,18280,TRUE
802,"802","right",867,18280,TRUE
803,"803","right",867,18280,TRUE
804,"804","right",867,18280,TRUE
805,"805","right",867,18280,TRUE
806,"806","right",867,18280,TRUE
807,"807","right",867,18280,TRUE
808,"808","right",867,18280,TRUE
809,"809","right",867,18280,TRUE
810,"810","right",867,18280,TRUE
811,"811","right",867,18280,TRUE
812,"812","right",867,18280,TRUE
813,"813","right",867,18280,TRUE
814,"814","right",867,18280,TRUE
815,"815","right",867,18280,TRUE
816,"816","right",867,18280,TRUE
817,"817","right",867,18280,TRUE
818,"818","right",867,18280,TRUE
819,"819","right",867,18280,TRUE
820,"820","right",867,18280,TRUE
821,"821","right",867,18280,TRUE
