"from","to","weight"
"Ramsay","Walda",5
"Roose Bolton","Walda",5
"Selyse","Shireen",5
"Theon","Adrack Humble",4
"Aerys","Robert",4
"Jaime","Aerys",4
"Arya","Rorge",4
"Selyse","Axell Florent",4
"Melisandre","Axell Florent",4
"Balon Dwarf","Stannis Dwarf",4
"Balon Dwarf","Joffrey Dwarf",4
"Black Jack","Kegs",4
"Black Jack","Mully",4
"Bran","Craster",4
"Bran","Rast",4
"Bronn","Morgan",4
"Catelyn","Ned",4
"Cersei","Catelyn",4
"Catelyn","Robb",4
"Grenn","Cooper",4
"Craster","Morag",4
"Craster","Locke",4
"Craster","Sissy",4
"Grenn","Craster",4
"Crasters Baby","Sissy",4
"Crasters Baby","Rast",4
"Daario","Meereen Champion",4
"Daenerys","Hizdahrs Father",4
"Dolorous Edd","Sissy",4
"Grey Worm","Elder Meereen Slave",4
"Elder Meereen Slave","Meereen Slave",4
"Mountain","Elia",4
"Tywin","Elia",4
"Jaime","Ellaria",4
"Ellaria","Mountain",4
"Podrick","Ellaria",4
"Gilly","Ygritte",4
"Gilly","Styr",4
"Gilly","Janos",4
"Grenn","Sissy",4
"Jaime","High Septon",4
"Margaery","High Septon",4
"Janos","Maester Aemon",4
"Joffrey","Ned",4
"Joffrey","Joffrey Dwarf",4
"Jon","Mag The Mighty",4
"Littlefinger","Jon Arryn",4
"Kegs","Mully",4
"Meera","Leaf",4
"Littlefinger","Ned",4
"Little Sam","Moles Town Whore",4
"Ramsay","Locke",4
"Oberyn","Loras",4
"Lysa","Ned",4
"Lysa","Yohn Royce",4
"Tormund","Mance",4
"Tywin","Meryn",4
"Roose Bolton","Meryn",4
"Morag","Sissy",4
"Tyrion","Morgan",4
"Myranda","Yara",4
"Theon","Myranda",4
"Oberyn","Sansa",4
"Olly","Ollys Mother",4
"Podrick","Sansa",4
"Tommen","Pycelle",4
"Sam","Ygritte",4
"Styr","Sam",4
"Sansa","Tommen",4
"Styr","Thenn Warg",4
"Tyrion","Aerys",3
"Alliser Thorne","Olly",3
"Alliser Thorne","Qhorin",3
"Lysa","Anya Waynwood",3
"Arya","Ned",3
"Arya","Hot Pie",3
"Arya","Podrick",3
"Arya","Sansa",3
"Arya","Joffrey",3
"Arya","Catelyn",3
"Tywin","Baelor",3
"Balon Dwarf","Renly Dwarf",3
"Bolton Guard","First Mate",3
"Bran","Ned",3
"Bran","Crasters Baby",3
"Ramsay","Bran",3
"Brienne","Selwyn",3
"Bronn","Ellaria",3
"Bronn","Mountain",3
"Bronn","Shae",3
"Bronn","Lollys",3
"Catelyn","Hoster",3
"Jaime","Catelyn",3
"Tyrion","Catelyn",3
"Cersei","Ned",3
"Cersei","Olenna",3
"Cersei","Robert",3
"Cersei","Podrick",3
"Donnel Hill","Cooper",3
"Jojen","Craster",3
"Craster","Sam",3
"Craster","Meera",3
"Meera","Crasters Baby",3
"Daenerys","Manservant",3
"Dolorous Edd","Olly",3
"Hound","Donnel Waynwood",3
"Tyrion","Doran",3
"Joffrey","Ellaria",3
"Ellaria","Loras",3
"Gilly","Tormund",3
"Guymon","Ollys Mother",3
"Hodor","Rast",3
"Hodor","Leaf",3
"Lysa","Hoster",3
"Hound","Syrio Forel",3
"Hound","Innkeeper",3
"Innkeeper","Polliver",3
"Jaime","Stannis",3
"Jaime","Meryn",3
"Jaime","Olenna",3
"Joffrey","Stannis",3
"Joffrey","Robb Dwarf",3
"Joffrey","Mountain",3
"Joffrey","Renly",3
"Joffrey","Loras",3
"Joffrey Dwarf","Stannis Dwarf",3
"Sansa","Joffrey Dwarf",3
"Jojen","Leaf",3
"Jojen","Three Eyed Raven",3
"Jon","Othell Yarwyck",3
"Littlefinger","Tyrion",3
"Tyrion","Loras",3
"Mace","Olenna",3
"Mance","Mag The Mighty",3
"Sam","Mag The Mighty",3
"Meereen Slave","Mossador",3
"Moles Town Madam","Moles Town Whore",3
"Tyrion","Ned",3
"Sansa","Olenna",3
"Tommen","Olenna",3
"Pyp","Olly",3
"Tormund","Olly",3
"Podrick","Tywin",3
"Podrick","Varys",3
"Sansa","Pycelle",3
"Pyp","Tormund",3
"Sansa","Robb",3
"Tywin","Robert",3
"Tommen","Stannis",3
"Thenn Warg","Ygritte",3
"Tormund","Thenn Warg",3
"Vance Corbray","Yohn Royce",3
"Ralf","Adrack Humble",2
"Cersei","Aerys",2
"Alliser Thorne","Craster",2
"Alliser Thorne","Ygritte",2
"Anya Waynwood","Vance Corbray",2
"Robin","Anya Waynwood",2
"Arya","Innkeepers Daughter",2
"Arya","Meryn",2
"Arya","Jaime",2
"Arya","Lommy",2
"Arya","Lysa",2
"Arya","Jaqen",2
"Arya","Syrio Forel",2
"Arya","Donnel Waynwood",2
"Arya","Tommy",2
"Arya","Innkeeper",2
"Stannis","Axell Florent",2
"Davos","Axell Florent",2
"High Septon","Baelor",2
"Joffrey","Baelor",2
"Tyrion","Baelor",2
"Roose Bolton","Balon",2
"Joffrey","Balon Dwarf",2
"Barristan","Goatherd",2
"Cersei","Barristan",2
"Joffrey","Barristan",2
"Barristan","Varys",2
"Hound","Biter",2
"Biter","Rorge",2
"Jaime","Boros",2
"Bran","Sam",2
"Bran","Rickon",2
"Brienne","Ned",2
"Bronn","Brienne",2
"Brienne","Loras",2
"Bronn","Falyse",2
"Bronn","Morgans Friend",2
"Bronn","Tywin",2
"Cersei","Bronn",2
"Bronn","Varys",2
"Catelyn","Jon Arryn",2
"Joffrey","Catelyn",2
"Cersei","Meryn",2
"Cersei","Joanna",2
"Cersei","Robb Dwarf",2
"Cersei","Elia",2
"Cersei","Fool",2
"Cersei","Joffrey Dwarf",2
"Mance","Craster",2
"Hodor","Craster",2
"Craster","Crasters Baby",2
"Crasters Baby","White Walker",2
"Jojen","Crasters Baby",2
"Crasters Baby","Night King",2
"Hodor","Crasters Baby",2
"Karl Tanner","Crasters Baby",2
"Daenerys","Drogo",2
"Daenerys","Rhaegar",2
"Daenerys","Varys",2
"Daenerys","Viserys",2
"Daenerys","Master Mighdal",2
"Davos","Sam",2
"Grenn","Davos",2
"Davos","Dolorous Edd",2
"Davos","Maester Aemon",2
"Dolorous Edd","Stannis",2
"Dolorous Edd","Melisandre",2
"Dolorous Edd","Selyse",2
"Dolorous Edd","Shireen",2
"Dolorous Edd","Maester Aemon",2
"Jon","Dongo The Giant",2
"Donnel Hill","Mag The Mighty",2
"Oberyn","Doran",2
"Oberyn","Dornish Lord",2
"Drogo","Rhaegar",2
"Ellaria","Varys",2
"Ellaria","Mace",2
"Ellaria","Margaery",2
"Ellaria","Morgans Friend",2
"Ellaria","Sansa",2
"Fennesz","Missandei",2
"Tywin","Fool",2
"Joffrey","Fool",2
"Gilly","Moles Town Madam",2
"Jorah","Goatherd",2
"Goatherd","Goatherds Son",2
"Grey Worm","Goatherd",2
"Grenn","Ygritte",2
"Grenn","Shireen",2
"Grenn","Melisandre",2
"Grenn","Stannis",2
"Grenn","Selyse",2
"Grenn","Maester Aemon",2
"Grey Worm","Mossador",2
"Styr","Guymon",2
"Guymon","Ygritte",2
"Mace","High Septon",2
"Jorah","Hizdahr",2
"Hodor","Ned",2
"Hodor","Three Eyed Raven",2
"Littlefinger","Hoster",2
"Jon Arryn","Hoster",2
"Hound","Mountain",2
"Hound","Innkeepers Daughter",2
"Hound","Meryn",2
"Hound","Lommy",2
"Hound","Tommy",2
"Hound","Varys",2
"Innkeeper","Tommy",2
"Jaime","Pycelle",2
"Jaime","Ned",2
"Jaime","Joanna",2
"Janos","Othell Yarwyck",2
"Janos","Locke",2
"Janos","Pyp",2
"Janos","Little Sam",2
"Jon","Jeor",2
"Karl Tanner","Jeor",2
"Joffrey","Meryn",2
"Joffrey","Stannis Dwarf",2
"Joffrey","Varys",2
"Joffrey","Renly Dwarf",2
"Lysa","Joffrey",2
"Joffrey","Robb",2
"Renly Dwarf","Joffrey Dwarf",2
"Tyrion","Joffrey Dwarf",2
"Margaery","Joffrey Dwarf",2
"Jojen","Locke",2
"Jojen","Rast",2
"Jon","Jojen",2
"Jon","Melisandre",2
"Jon","Selyse",2
"Jon","Qhorin",2
"Jon","Shireen",2
"Robin","Jon Arryn",2
"Jorah","Meereen Champion",2
"Jorah","Varys",2
"Leaf","Three Eyed Raven",2
"Littlefinger","Vance Corbray",2
"Littlefinger","Tywin",2
"Pyp","Little Sam",2
"Little Sam","Moles Town Madam",2
"Sam","Locke",2
"Roose Bolton","Locke",2
"Locke","Rast",2
"Locke","Sissy",2
"Meera","Locke",2
"Locke","Morag",2
"Tyrion","Lollys",2
"Loras","Stannis Dwarf",2
"Sansa","Loras",2
"Olenna","Loras",2
"Loras","Renly Dwarf",2
"Luthor","Viola",2
"Mace","Mountain",2
"Podrick","Mace",2
"Maester Aemon","Stannis",2
"Maester Aemon","Selyse",2
"Pyp","Maester Aemon",2
"Maester Aemon","Shireen",2
"Melisandre","Maester Aemon",2
"Maester Aemon","Olly",2
"Shae","Marei",2
"Morgan","Marei",2
"Tyrion","Marei",2
"Margaery","Pycelle",2
"Margaery","Robb Dwarf",2
"Ned","Meera",2
"Meera","Rast",2
"Melisandre","Sam",2
"Meryn","Syrio Forel",2
"Theon","Meryn",2
"Missandei","Zala",2
"Sam","Moles Town Whore",2
"Tyrion","Morgans Friend",2
"Mountain","Polliver",2
"Shae","Mountain",2
"Olenna","Musician",2
"Oberyn","Myrcella",2
"Stannis","Ned",2
"Ned","Robert",2
"Ned","Yohn Royce",2
"Night King","White Walker",2
"Olenna","Viola",2
"Styr","Ollys Mother",2
"Ollys Mother","Ygritte",2
"Tormund","Ollys Mother",2
"Tywin","Orys",2
"Orys","Orys Brother",2
"Tywin","Orys Brother",2
"Podrick","Shae",2
"Polliver","Tommy",2
"Ralf","Roose Bolton",2
"Ramsay","Rickon",2
"Ramsay","Robb",2
"Sam","Randyll",2
"Renly Dwarf","Robb Dwarf",2
"Tyrion","Robb",2
"Sansa","Robb Dwarf",2
"Tyrion","Robb Dwarf",2
"Tyrion","Robin",2
"Stannis","Sam",2
"Shireen","Sam",2
"Selyse","Sam",2
"Sansa","Varys",2
"Sansa","Waymar Royce",2
"Sansa","Vance Corbray",2
"Tywin","Stannis",2
"Tommen","Tycho",2
"Tommen","Varys",2
"Tywin","Tycho",2
